Titel;Duration;Band;Album;Genre;Year;Comment
Love Machine;03:44;Reckless Love;Reckless Love - Cool Edition;Glam Metal;2010;Mr. Metal
One More Time;03:37;Reckless Love;Reckless Love - Cool Edition;Glam Metal;2010;Mr. Metal +
Romance;03:17;Reckless Love;Reckless Love - Cool Edition;Glam Metal;2010;Mr. Metal
Sex;04:03;Reckless Love;Reckless Love - Cool Edition;Glam Metal;2010;Mr. Metal
Sex - Acoustic;03:46;Reckless Love;Reckless Love - Cool Edition;Glam Metal;2010;Mr. Metal
So Yeah!!;03:27;Reckless Love;Reckless Love - Cool Edition;Glam Metal;2010;Mr. Metal
Wild Touch;04:09;Reckless Love;Reckless Love - Cool Edition;Glam Metal;2010;Mr. Metal
So Happy I Could Die;04:11;Reckless Love;So Happy I Could Die;Glam Metal;2013;Mr. Metal +
Auf die Ahnen;05:06;Riger;Des Blutes Stimme;Pagan Metal;2002;Mr. Metal +
Zunft Der Luegner;04:24;Riger;Gjallar;Pagan Metal;2007;Mr. Metal +
Narita;04:36;Riot;Bruetal Legend;Soundtrack;2010;Mr. Metal +
Road Racin';04:28;Riot;Bruetal Legend;Soundtrack;2010;Mr. Metal +
Give It All;02:51;Rise Against;Siren Song of the Counter Culture;Punk Rock;2004;Mr. Metal +
Swing Life Away;03:20;Rise Against;Siren Song of the Counter Culture;Punk Rock;2004;Mr. Metal +
Behind Closed Doors;03:16;Rise Against;The Sufferer & The Witness;Punk Rock;2006;Mr. Metal +
Prayer of the Refugee;03:20;Rise Against;The Sufferer & The Witness;Punk Rock;2006;Mr. Metal +
But Tonight We Dance;02:48;Rise Against;This Is Noise;Punk Rock;2007;Mr. Metal +
Everchanging - Acoustic Version;04:21;Rise Against;This Is Noise;Punk Rock;2007;Mr. Metal +
Like The Angel - Warped Tour 2006;03:08;Rise Against;This Is Noise;Punk Rock;2007;Mr. Metal
Minor Threat;01:41;Rise Against;This Is Noise;Punk Rock;2007;Mr. Metal
State Of The Union - Warped Tour 2006;02:39;Rise Against;This Is Noise;Punk Rock;2007;Mr. Metal
Shia LaBeouf;02:34;Rob Cantor;Shia LaBeouf;Indie Rock;2014;Mr. Metal +
Sailing (2008 Album Version);04:38;Rod Stewart;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal
Paint It Black;03:45;The Rolling Stones;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal
Wild Horses;05:45;The Rolling Stones;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal
Brenn die Bank ab;03:26;Romano;Jenseits von Koepenick;Electronic;2015;Mr. Metal
Der schoene General;03:31;Romano;Jenseits von Koepenick;Electronic;2015;Mr. Metal
Heiss heiss Baby;03:09;Romano;Jenseits von Koepenick;Electronic;2015;Mr. Metal
Immun;03:02;Romano;Jenseits von Koepenick;Electronic;2015;Mr. Metal
Klaps auf den Po;02:51;Romano;Jenseits von Koepenick;Electronic;2015;Mr. Metal +
Koepenick;03:24;Romano;Jenseits von Koepenick;Electronic;2015;Mr. Metal +
Marlboro Mann;04:01;Romano;Jenseits von Koepenick;Electronic;2015;Mr. Metal
Maskenball;01:31;Romano;Jenseits von Koepenick;Electronic;2015;Mr. Metal
Metalkutte;03:32;Romano;Jenseits von Koepenick;Electronic;2015;Mr. Metal
Romano & Julia;03:57;Romano;Jenseits von Koepenick;Electronic;2015;Mr. Metal
Sextrain;02:47;Romano;Jenseits von Koepenick;Electronic;2015;Mr. Metal
Stahlraum;02:27;Romano;Jenseits von Koepenick;Electronic;2015;Mr. Metal
Strasse;03:11;Romano;Jenseits von Koepenick;Electronic;2015;Mr. Metal
Metalkutte;03:31;Romano;Metalkutte;Electronic;2015;Mr. Metal +
Alles Was Bleibt;03:06;Rotz & Wasser;Moin, Moin!!!;Oi!;2009;Mr. Metal +
Riding The Storm;06:30;Running Wild;Bruetal Legend;Soundtrack;2010;Mr. Metal +
Piece of the Action;04:37;Running Wild;Shadowmaker;Pirate Metal;2012;Mr. Metal +
Riding the Storm;06:28;Running Wild;20 Years In History;Pirate Metal;2003;Mr. Metal +
Riding the Storm;06:28;Running Wild;20 Years In History;Pirate Metal;2003;Mr. Metal
Ghost Division;03:51;Sabaton;The Art Of War - Re-Armed;Power Metal;2008;Mr. Metal +
Swedish Pagans;04:13;Sabaton;The Art Of War - Re-Armed;Power Metal;2008;Mr. Metal +
40:01:00;04:11;Sabaton;The Art Of War - Re-Armed;Power Metal;2008;Mr. Metal +
Angels Calling;05:57;Sabaton;Attero Dominatus;Power Metal;2006;Mr. Metal
Attoro Dominatus;03:43;Sabaton;Attero Dominatus;Power Metal;2006;Mr. Metal
Back In Control;03:15;Sabaton;Attero Dominatus;Power Metal;2006;Mr. Metal
In The Name Of God;04:06;Sabaton;Attero Dominatus;Power Metal;2006;Mr. Metal
Light In The Black;04:52;Sabaton;Attero Dominatus;Power Metal;2006;Mr. Metal
Metal Cruee;03:43;Sabaton;Attero Dominatus;Power Metal;2006;Mr. Metal
Nuclear Attack;04:10;Sabaton;Attero Dominatus;Power Metal;2006;Mr. Metal
Rise Of Evil;08:19;Sabaton;Attero Dominatus;Power Metal;2006;Mr. Metal
We Burn;02:55;Sabaton;Attero Dominatus;Power Metal;2006;Mr. Metal
Angels Calling;05:57;Sabaton;Attero Dominatus - Re-Armed;Power Metal;2010;Mr. Metal
Attero Dominatus;03:43;Sabaton;Attero Dominatus - Re-Armed;Power Metal;2010;Mr. Metal +
Back In Control;03:15;Sabaton;Attero Dominatus - Re-Armed;Power Metal;2010;Mr. Metal +
Fuer Immer;04:37;Sabaton;Attero Dominatus - Re-Armed;Power Metal;2010;Mr. Metal +
In The Name Of God;04:06;Sabaton;Attero Dominatus - Re-Armed;Power Metal;2010;Mr. Metal +
Långa Bollar På Bengt;02:53;Sabaton;Attero Dominatus - Re-Armed;Power Metal;2010;Mr. Metal
Light In The Black;04:52;Sabaton;Attero Dominatus - Re-Armed;Power Metal;2010;Mr. Metal +
Metal Cruee;03:46;Sabaton;Attero Dominatus - Re-Armed;Power Metal;2010;Mr. Metal +
Metal Medley (Live);06:13;Sabaton;Attero Dominatus - Re-Armed;Power Metal;2010;Mr. Metal
Nightchild;05:13;Sabaton;Attero Dominatus - Re-Armed;Power Metal;2010;Mr. Metal
Nuclear Attack;04:10;Sabaton;Attero Dominatus - Re-Armed;Power Metal;2010;Mr. Metal
Primo Victoria;04:11;Sabaton;Attero Dominatus - Re-Armed;Power Metal;2010;Mr. Metal +
Primo Victoria;04:11;Sabaton;Attero Dominatus - Re-Armed;Power Metal;2010;Mr. Metal
Rise Of Evil;08:19;Sabaton;Attero Dominatus - Re-Armed;Power Metal;2010;Mr. Metal +
We Burn;02:55;Sabaton;Attero Dominatus - Re-Armed;Power Metal;2010;Mr. Metal
The Carolean's Player;06:14;Sabaton;Carolus Rex;Power Metal;2012;Mr. Metal
Carolus Rex;04:54;Sabaton;Carolus Rex;Power Metal;2012;Mr. Metal +
Dominium Maris Baltici;00:29;Sabaton;Carolus Rex;Power Metal;2012;Mr. Metal
Feuer Frei;03:12;Sabaton;Carolus Rex;Power Metal;2012;Mr. Metal
Gott Mit Uns;03:15;Sabaton;Carolus Rex;Power Metal;2012;Mr. Metal +
In The Army Now;03:59;Sabaton;Carolus Rex;Power Metal;2012;Mr. Metal +
Killing Ground;04:25;Sabaton;Carolus Rex;Power Metal;2012;Mr. Metal
A Lifetime Of War;05:45;Sabaton;Carolus Rex;Power Metal;2012;Mr. Metal +
The Lion From The North;04:43;Sabaton;Carolus Rex;Power Metal;2012;Mr. Metal +
Long Live The King;04:09;Sabaton;Carolus Rex;Power Metal;2012;Mr. Metal
Poltava;04:04;Sabaton;Carolus Rex;Power Metal;2012;Mr. Metal
Ruina Imperii;03:21;Sabaton;Carolus Rex;Power Metal;2012;Mr. Metal
Twilight Of The Thunder God;03:59;Sabaton;Carolus Rex;Power Metal;2012;Mr. Metal +
1648;03:55;Sabaton;Carolus Rex;Power Metal;2012;Mr. Metal
Aces In Exile;04:23;Sabaton;Coat Of Arms;Power Metal;2010;Mr. Metal +
Coat Of Arms;03:35;Sabaton;Coat Of Arms;Power Metal;2010;Mr. Metal +
The Final Solution;04:57;Sabaton;Coat Of Arms;Power Metal;2010;Mr. Metal +
Metal Ripper;03:51;Sabaton;Coat Of Arms;Power Metal;2010;Mr. Metal +
Midway;02:29;Sabaton;Coat Of Arms;Power Metal;2010;Mr. Metal +
Saboteurs;03:16;Sabaton;Coat Of Arms;Power Metal;2010;Mr. Metal
Screaming Eagles;04:08;Sabaton;Coat Of Arms;Power Metal;2010;Mr. Metal +
Uprising;04:56;Sabaton;Coat Of Arms;Power Metal;2010;Mr. Metal +
Wehrmacht;04:14;Sabaton;Coat Of Arms;Power Metal;2010;Mr. Metal +
White Death;04:10;Sabaton;Coat Of Arms;Power Metal;2010;Mr. Metal
The Ballad Of Bull;03:53;Sabaton;Heroes;Power Metal;2014;Mr. Metal
Far From The Fame;03:47;Sabaton;Heroes;Power Metal;2014;Mr. Metal
Hearts Of Iron;04:28;Sabaton;Heroes;Power Metal;2014;Mr. Metal +
Inmate 4859;04:25;Sabaton;Heroes;Power Metal;2014;Mr. Metal
Man Of War;03:48;Sabaton;Heroes;Power Metal;2014;Mr. Metal
Night Witches;03:02;Sabaton;Heroes;Power Metal;2014;Mr. Metal +
No Bullets Fly;03:38;Sabaton;Heroes;Power Metal;2014;Mr. Metal
Resist And Bite;03:27;Sabaton;Heroes;Power Metal;2014;Mr. Metal +
Smoking Snakes;03:15;Sabaton;Heroes;Power Metal;2014;Mr. Metal +
Soldier Of 3 Armies;03:36;Sabaton;Heroes;Power Metal;2014;Mr. Metal +
To Hell And Back;03:26;Sabaton;Heroes;Power Metal;2014;Mr. Metal
7734;03:33;Sabaton;Heroes;Power Metal;2014;Mr. Metal
40:1 (Live At The Sabaton Cruise, Dec. 2010);05:42;Sabaton;Live At The Sabaton Cruise (Live);Power Metal;2010;Mr. Metal
Birds Of War;04:53;Sabaton;Metalizer - Re-Armed;Power Metal;2010;Mr. Metal
Burn Your Crosses;05:09;Sabaton;Metalizer - Re-Armed;Power Metal;2010;Mr. Metal
Dream Destroyer;03:12;Sabaton;Metalizer - Re-Armed;Power Metal;2010;Mr. Metal
Endless Nights;04:50;Sabaton;Metalizer - Re-Armed;Power Metal;2010;Mr. Metal
Endless Nights;04:52;Sabaton;Metalizer - Re-Armed;Power Metal;2010;Mr. Metal
Guten Nacht;01:53;Sabaton;Metalizer - Re-Armed;Power Metal;2010;Mr. Metal
Hellrider;04:26;Sabaton;Metalizer - Re-Armed;Power Metal;2010;Mr. Metal
Hellrider;03:42;Sabaton;Metalizer - Re-Armed;Power Metal;2010;Mr. Metal +
Hellrider;03:48;Sabaton;Metalizer - Re-Armed;Power Metal;2010;Mr. Metal
Introduction;00:56;Sabaton;Metalizer - Re-Armed;Power Metal;2010;Mr. Metal
Jawbreaker;03:23;Sabaton;Metalizer - Re-Armed;Power Metal;2010;Mr. Metal
Masters Of The World;04:03;Sabaton;Metalizer - Re-Armed;Power Metal;2010;Mr. Metal +
Masters Of The World;04:01;Sabaton;Metalizer - Re-Armed;Power Metal;2010;Mr. Metal
7734;03:42;Sabaton;Metalizer - Re-Armed;Power Metal;2010;Mr. Metal +
Counterstrike;03:48;Sabaton;Primo Victoria;Power Metal;2005;Mr. Metal
Into The Fire;03:26;Sabaton;Primo Victoria;Power Metal;2005;Mr. Metal
Metal Machine;04:23;Sabaton;Primo Victoria;Power Metal;2005;Mr. Metal
Panzer Battalion;05:10;Sabaton;Primo Victoria;Power Metal;2005;Mr. Metal
Primo Victoria;04:11;Sabaton;Primo Victoria;Power Metal;2005;Mr. Metal
Purple Heart;05:08;Sabaton;Primo Victoria;Power Metal;2005;Mr. Metal
Reign Of Terror;03:52;Sabaton;Primo Victoria;Power Metal;2005;Mr. Metal
Stalingrad;05:18;Sabaton;Primo Victoria;Power Metal;2005;Mr. Metal
Wolfpack;05:56;Sabaton;Primo Victoria;Power Metal;2005;Mr. Metal
The Beast;03:12;Sabaton;Primo Victoria - Re-Armed;Power Metal;2010;Mr. Metal
Counterstrike;03:48;Sabaton;Primo Victoria - Re-Armed;Power Metal;2010;Mr. Metal
Dead Soldier's Waltz;01:21;Sabaton;Primo Victoria - Re-Armed;Power Metal;2010;Mr. Metal
Into The Fire;03:26;Sabaton;Primo Victoria - Re-Armed;Power Metal;2010;Mr. Metal
Into The Fire (Live);04:08;Sabaton;Primo Victoria - Re-Armed;Power Metal;2010;Mr. Metal
The March To War;01:22;Sabaton;Primo Victoria - Re-Armed;Power Metal;2010;Mr. Metal
Metal Machine;04:27;Sabaton;Primo Victoria - Re-Armed;Power Metal;2010;Mr. Metal +
Panzer Battalion;05:10;Sabaton;Primo Victoria - Re-Armed;Power Metal;2010;Mr. Metal
Primo Victoria;04:11;Sabaton;Primo Victoria - Re-Armed;Power Metal;2010;Mr. Metal +
Purple Heart;05:08;Sabaton;Primo Victoria - Re-Armed;Power Metal;2010;Mr. Metal +
Reign Of Terror;03:52;Sabaton;Primo Victoria - Re-Armed;Power Metal;2010;Mr. Metal
Rise Of Evil (Live);08:04;Sabaton;Primo Victoria - Re-Armed;Power Metal;2010;Mr. Metal
Shotgun;03:14;Sabaton;Primo Victoria - Re-Armed;Power Metal;2010;Mr. Metal
Stalingrad;05:18;Sabaton;Primo Victoria - Re-Armed;Power Metal;2010;Mr. Metal
Wolfpack;05:56;Sabaton;Primo Victoria - Re-Armed;Power Metal;2010;Mr. Metal +
Aces In Exile (Live At The Sabaton Cruise, Dec. 2010);06:06;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
The Art Of War (Live At The Sabaton Cruise, Dec. 2010);05:39;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Attero Dominatus (Live At The Sabaton Cruise, Dec. 2010);04:50;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Back In Control (World War Tour 2010);03:55;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Cliffs Of Gallipoli (Live At The Sabaton Cruise, Dec. 2010);06:34;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Coat Of Arms (World War Tour 2010);03:16;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Dead Soldiers Waltz (Live At The Sabaton Cruise, Dec. 2010);02:46;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
The Final Solution (World War Tour 2010);05:36;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Ghost Division (Live At The Sabaton Cruise, Dec. 2010);03:54;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Hellrider (World War Tour2010);04:00;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Into The Fire (World War Tour 2010);03:18;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
The March To War (Live At The Sabaton Cruise, Dec. 2010);01:20;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Metal Medley (Live At The Sabaton Cruise, Dec. 2010);05:10;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Panzer Battalion (World War Tour 2010);05:01;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Panzerkampf (World War Tour 2010);05:28;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
The Price Of A Mile (Live At The Sabaton Cruise, Dec. 2010);06:26;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Primo Victoria (Live At The Sabaton Cruise, Dec. 2010);05:01;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Rise Of Evil (World War Tour 2010);07:51;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Screaming Eagles (World War Tour 2010);04:27;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Swedish Pagans (Live At The Sabaton Cruise, Dec. 2010);06:18;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Talvisota (World War Tour 2010);03:34;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Uprising (Live At The Sabaton Cruise, Dec. 2010);06:06;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
White Death (Live At The Sabaton Cruise, Dec. 2010);05:32;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Wolfpack (Live At The Sabaton Cruise, Dec. 2010);05:48;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
40:1 (World War Tour 2010);04:34;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
7734 (World War Tour 2010);03:50;Sabaton;World War Live - Battle Of The Baltic Sea - Live;Power Metal;2011;Mr. Metal
Choix Des Dames;03:04;Saltatio Mortis;Aus Der Asche;Folk Metal;2007;Mr. Metal
Falsche Freunde;04:15;Saltatio Mortis;Aus Der Asche;Folk Metal;2007;Mr. Metal +
Irgendwo In Meinem Geiste;04:11;Saltatio Mortis;Aus Der Asche;Folk Metal;2007;Mr. Metal
Kelch Des Lebens;03:20;Saltatio Mortis;Aus Der Asche;Folk Metal;2007;Mr. Metal
Koma;04:07;Saltatio Mortis;Aus Der Asche;Folk Metal;2007;Mr. Metal
Nichts Bleibt Mehr;03:33;Saltatio Mortis;Aus Der Asche;Folk Metal;2007;Mr. Metal
Prometheus;04:31;Saltatio Mortis;Aus Der Asche;Folk Metal;2007;Mr. Metal
Sieben Raben;04:02;Saltatio Mortis;Aus Der Asche;Folk Metal;2007;Mr. Metal
Spielmannschwur;03:23;Saltatio Mortis;Aus Der Asche;Folk Metal;2007;Mr. Metal +
Tod Und Teufel;03:46;Saltatio Mortis;Aus Der Asche;Folk Metal;2007;Mr. Metal
Uns Gehoert Die Welt;03:46;Saltatio Mortis;Aus Der Asche;Folk Metal;2007;Mr. Metal +
Varulfen;04:46;Saltatio Mortis;Aus Der Asche;Folk Metal;2007;Mr. Metal
Wirf Den Ersten Stein;03:22;Saltatio Mortis;Aus Der Asche;Folk Metal;2007;Mr. Metal
Worte;04:22;Saltatio Mortis;Aus Der Asche;Folk Metal;2007;Mr. Metal
Abrakadabra;04:33;Saltatio Mortis;Das schwarze 1x1;Folk Metal;2013;Mr. Metal
Der Kuss;03:31;Saltatio Mortis;Das schwarze 1x1;Folk Metal;2013;Mr. Metal +
Frueher war alles besser;03:57;Saltatio Mortis;Das schwarze 1x1;Folk Metal;2013;Mr. Metal +
Galgenballade;04:10;Saltatio Mortis;Das schwarze 1x1;Folk Metal;2013;Mr. Metal
Idol;04:25;Saltatio Mortis;Das schwarze 1x1;Folk Metal;2013;Mr. Metal
IX;04:14;Saltatio Mortis;Das schwarze 1x1;Folk Metal;2013;Mr. Metal +
Krieg kennt keine Sieger;03:47;Saltatio Mortis;Das schwarze 1x1;Folk Metal;2013;Mr. Metal
My Bonnie Mary;03:24;Saltatio Mortis;Das schwarze 1x1;Folk Metal;2013;Mr. Metal
Nur ein Traum;03:27;Saltatio Mortis;Das schwarze 1x1;Folk Metal;2013;Mr. Metal
Randnotiz;02:48;Saltatio Mortis;Das schwarze 1x1;Folk Metal;2013;Mr. Metal
Sandmann;04:12;Saltatio Mortis;Das schwarze 1x1;Folk Metal;2013;Mr. Metal
Satans Fall;03:58;Saltatio Mortis;Das schwarze 1x1;Folk Metal;2013;Mr. Metal
Wachstum ueber alles;03:42;Saltatio Mortis;Das schwarze 1x1;Folk Metal;2013;Mr. Metal +
Eulenspiegel;03:42;Saltatio Mortis;Sturm aufs Paradies;Folk Metal;2011;Mr. Metal
Der letzte Spielmann;03:38;Saltatio Mortis;Sturm Auf's Paradies;Folk Metal;2011;Mr. Metal
Fiat Lux;03:35;Saltatio Mortis;Sturm Auf's Paradies;Folk Metal;2011;Mr. Metal
Gott wuerfelt nicht;04:14;Saltatio Mortis;Sturm Auf's Paradies;Folk Metal;2011;Mr. Metal
Habgier und Tod;03:39;Saltatio Mortis;Sturm Auf's Paradies;Folk Metal;2011;Mr. Metal
Hochzeitstanz;04:22;Saltatio Mortis;Sturm Auf's Paradies;Folk Metal;2011;Mr. Metal
Nach Jahr und Tag;03:42;Saltatio Mortis;Sturm Auf's Paradies;Folk Metal;2011;Mr. Metal
Nachtigall und Rose;04:50;Saltatio Mortis;Sturm Auf's Paradies;Folk Metal;2011;Mr. Metal +
Ode an die Feindschaft;03:22;Saltatio Mortis;Sturm Auf's Paradies;Folk Metal;2011;Mr. Metal +
Orpheus;04:54;Saltatio Mortis;Sturm Auf's Paradies;Folk Metal;2011;Mr. Metal
Spiel mit dem Feuer;03:48;Saltatio Mortis;Sturm Auf's Paradies;Folk Metal;2011;Mr. Metal
Suendenfall;03:22;Saltatio Mortis;Sturm Auf's Paradies;Folk Metal;2011;Mr. Metal
Wieder unterwegs;03:32;Saltatio Mortis;Sturm Auf's Paradies;Folk Metal;2011;Mr. Metal
Aus Traeumen gebaut;04:47;Saltatio Mortis;Wer Wind Saet;Folk Metal;2009;Mr. Metal
Das kalte Herz;03:58;Saltatio Mortis;Wer Wind Saet;Folk Metal;2009;Mr. Metal +
Ebenbild;05:14;Saltatio Mortis;Wer Wind Saet;Folk Metal;2009;Mr. Metal
La Jument de Michao;03:31;Saltatio Mortis;Wer Wind Saet;Folk Metal;2009;Mr. Metal
Letzte Worte;04:30;Saltatio Mortis;Wer Wind Saet;Folk Metal;2009;Mr. Metal
Manus Manum Lavat;03:45;Saltatio Mortis;Wer Wind Saet;Folk Metal;2009;Mr. Metal
Miststueck;04:26;Saltatio Mortis;Wer Wind Saet;Folk Metal;2009;Mr. Metal
Rastlos;04:03;Saltatio Mortis;Wer Wind Saet;Folk Metal;2009;Mr. Metal
Salome;05:01;Saltatio Mortis;Wer Wind Saet;Folk Metal;2009;Mr. Metal
Tief in mir;04:29;Saltatio Mortis;Wer Wind Saet;Folk Metal;2009;Mr. Metal
Vergessene Gœtter;03:48;Saltatio Mortis;Wer Wind Saet;Folk Metal;2009;Mr. Metal +
Wir saeen den Wind;04:31;Saltatio Mortis;Wer Wind Saet;Folk Metal;2009;Mr. Metal
Battle Angels;04:52;Sanctuary;Bruetal Legend;Soundtrack;2010;Mr. Metal
Alle Die Mit Uns Auf Kaperfahrt Fahren;03:03;Santiano;Bis An's Ende Der Welt - Second Edition;Folk Rock;2012;Mr. Metal
Auf Nach Californio;03:28;Santiano;Bis An's Ende Der Welt - Second Edition;Folk Rock;2012;Mr. Metal +
Blow Boys Blow;02:26;Santiano;Bis An's Ende Der Welt - Second Edition;Folk Rock;2012;Mr. Metal +
Der Wind Ruft Meinen Namen;03:58;Santiano;Bis An's Ende Der Welt - Second Edition;Folk Rock;2012;Mr. Metal +
Es Gibt Nur Wasser;03:15;Santiano;Bis An's Ende Der Welt - Second Edition;Folk Rock;2012;Mr. Metal +
Frei Wie Der Wind;03:04;Santiano;Bis An's Ende Der Welt - Second Edition;Folk Rock;2012;Mr. Metal +
Garten Eden (Scarborough Fair);03:47;Santiano;Bis An's Ende Der Welt - Second Edition;Folk Rock;2012;Mr. Metal
Irish Rover;03:21;Santiano;Bis An's Ende Der Welt - Second Edition;Folk Rock;2012;Mr. Metal +
Land In Sicht;04:17;Santiano;Bis An's Ende Der Welt - Second Edition;Folk Rock;2012;Mr. Metal
Molly Malone;04:01;Santiano;Bis An's Ende Der Welt - Second Edition;Folk Rock;2012;Mr. Metal
Santiano;03:01;Santiano;Bis An's Ende Der Welt - Second Edition;Folk Rock;2012;Mr. Metal +
St. Malo;03:16;Santiano;Bis An's Ende Der Welt - Second Edition;Folk Rock;2012;Mr. Metal
Tri Martolod;03:18;Santiano;Bis An's Ende Der Welt - Second Edition;Folk Rock;2012;Mr. Metal +
Weit uebers Meer (David's Song);03:09;Santiano;Bis An's Ende Der Welt - Second Edition;Folk Rock;2012;Mr. Metal
Whiskey In The Jar;03:32;Santiano;Bis An's Ende Der Welt - Second Edition;Folk Rock;2012;Mr. Metal
Wieder Auf See (Wish You Were Here);03:48;Santiano;Bis An's Ende Der Welt - Second Edition;Folk Rock;2012;Mr. Metal
500 Meilen (Cover);03:46;Santiano;Bis An's Ende Der Welt - Second Edition;Folk Rock;2012;Mr. Metal
Bis In Alle Ewigkeit (Wallhalla);04:18;Santiano;Mit Den Gezeiten;Folk Rock;2013;Mr. Metal
Bis In Alle Ewigkeit (Wallhalla);04:18;Santiano;Mit Den Gezeiten;Folk Rock;2013;Mr. Metal +
Gestrandet;04:14;Santiano;Mit Den Gezeiten;Folk Rock;2013;Mr. Metal
Gott Muss Ein Seemann Sein;03:46;Santiano;Mit Den Gezeiten;Folk Rock;2013;Mr. Metal
Great Song Of Indifference;03:12;Santiano;Mit Den Gezeiten;Folk Rock;2013;Mr. Metal
Have A Drink On Me;02:58;Santiano;Mit Den Gezeiten;Folk Rock;2013;Mr. Metal
Hoch Im Norden;04:13;Santiano;Mit Den Gezeiten;Folk Rock;2013;Mr. Metal
Johnny I Hardly Knew Ya;03:16;Santiano;Mit Den Gezeiten;Folk Rock;2013;Mr. Metal
Johnny I Hardly Knew Ya;03:16;Santiano;Mit Den Gezeiten;Folk Rock;2013;Mr. Metal +
Marie;03:27;Santiano;Mit Den Gezeiten;Folk Rock;2013;Mr. Metal
Marie;03:27;Santiano;Mit Den Gezeiten;Folk Rock;2013;Mr. Metal +
Rolling Home;03:05;Santiano;Mit Den Gezeiten;Folk Rock;2013;Mr. Metal
Salz Auf Unserer Haut;03:09;Santiano;Mit Den Gezeiten;Folk Rock;2013;Mr. Metal +
Seemann;03:31;Santiano;Mit Den Gezeiten;Folk Rock;2013;Mr. Metal
Seemann;03:31;Santiano;Mit Den Gezeiten;Folk Rock;2013;Mr. Metal +
Sieben Jahre;02:58;Santiano;Mit Den Gezeiten;Folk Rock;2013;Mr. Metal
Wir Sind Uns Treu;04:27;Santiano;Mit Den Gezeiten;Folk Rock;2013;Mr. Metal
Der Alte Und Das Meer;03:44;Santiano;Von Liebe, Tod Und Freiheit;Folk Rock;2015;Mr. Metal
Die Letzte Fahrt;04:12;Santiano;Von Liebe, Tod Und Freiheit;Folk Rock;2015;Mr. Metal
Fresenhof;02:55;Santiano;Von Liebe, Tod Und Freiheit;Folk Rock;2015;Mr. Metal
Johnny Boy;03:32;Santiano;Von Liebe, Tod Und Freiheit;Folk Rock;2015;Mr. Metal +
Joho Und Ne Buddel Voll Rum;03:02;Santiano;Von Liebe, Tod Und Freiheit;Folk Rock;2015;Mr. Metal +
Kinder Des Kolumbus;03:34;Santiano;Von Liebe, Tod Und Freiheit;Folk Rock;2015;Mr. Metal
Kinder Des Kolumbus;03:34;Santiano;Von Liebe, Tod Und Freiheit;Folk Rock;2015;Mr. Metal +
Lieder Der Freiheit;03:40;Santiano;Von Liebe, Tod Und Freiheit;Folk Rock;2015;Mr. Metal
Richtung Freiheit;03:39;Santiano;Von Liebe, Tod Und Freiheit;Folk Rock;2015;Mr. Metal
Rolling The Woodpile;03:13;Santiano;Von Liebe, Tod Und Freiheit;Folk Rock;2015;Mr. Metal
Rungholt;03:45;Santiano;Von Liebe, Tod Und Freiheit;Folk Rock;2015;Mr. Metal
Rungholt;03:45;Santiano;Von Liebe, Tod Und Freiheit;Folk Rock;2015;Mr. Metal +
