Titel;Duration;Band;Album;Genre;Year;Comment
Seine Heimat War Die See;04:15;Santiano;Von Liebe, Tod Und Freiheit;Folk Rock;2015;Mr. Metal
Sturmgeboren;03:25;Santiano;Von Liebe, Tod Und Freiheit;Folk Rock;2015;Mr. Metal
Under Jolly Roger;03:32;Santiano;Von Liebe, Tod Und Freiheit;Folk Rock;2015;Mr. Metal
Hall Of The Mountain King (Live);06:02;Savatage;Bruetal Legend;Soundtrack;2010;Mr. Metal
Wheels Of Steel;05:59;Saxon;Bruetal Legend;Soundtrack;2010;Mr. Metal
Stand Up And Fight;03:57;Saxon;Unleash the Fury;Heavy Metal;2015;Mr. Metal +
Der Teufel...;02:40;Schandmaul;Unendlich;Folk Rock;2014;Mr. Metal +
Blackout;04:35;Scorpions;Bruetal Legend;Soundtrack;2010;Mr. Metal
Holiday;06:25;Scorpions;Bruetal Legend;Soundtrack;2010;Mr. Metal
Rock You Like a Hurricane;04:16;Scorpions;Comeblack;Hard Rock;2011;Mr. Metal +
Mysterious;05:29;Scorpions;Eye II Eye;Hard Rock;1999;Mr. Metal +
Rock You Like a Hurricane;04:16;Scorpions;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal
Dancing with the Moonlight - Studio Edit;03:25;Scorpions;MTV Unplugged (The Studio Edits);Hard Rock;2014;Mr. Metal +
San Francisco (Be Sure to Wear Flowers in Your Hair);02:58;Scott McKenzie;San Francisco;Rock;1967;Mr. Metal +
Avengers Assemble!;03:10;Screen Team;YouTube;Electronic;2012;Mr. Metal +
Daddy;03:03;Screen Team;YouTube;Electronic;2015;Mr. Metal +
Als Ich Maedchen Noch Scheisse Fand;03:49;SDP;Bunte Rapublik Deutschpunk;Hip Hop;2014;Mr. Metal
Arschloch;03:16;SDP;Bunte Rapublik Deutschpunk;Hip Hop;2014;Mr. Metal
Candle Light Doener;03:43;SDP;Bunte Rapublik Deutschpunk;Hip Hop;2014;Mr. Metal +
Chef Skit Part 2;00:46;SDP;Bunte Rapublik Deutschpunk;Hip Hop;2014;Mr. Metal
Die Olle Mit Der Macke;03:28;SDP;Bunte Rapublik Deutschpunk;Hip Hop;2014;Mr. Metal
Haende Hoch!;03:13;SDP;Bunte Rapublik Deutschpunk;Hip Hop;2014;Mr. Metal
Haette Haette Fahrradkette (Feat. Keule);03:55;SDP;Bunte Rapublik Deutschpunk;Hip Hop;2014;Mr. Metal
Hurra, Hurra, Die Schule Brennt (Feat. Bass Sultan Hengzt);03:22;SDP;Bunte Rapublik Deutschpunk;Hip Hop;2014;Mr. Metal
Ich Muss Immer An Dich Denken;03:36;SDP;Die Bekannteste Unbekannte Band Der Welt;Hip Hop;2012;Mr. Metal +
The Galway Girl;03:01;Sharon Shannon;The Best That Is Irish;Folk Rock;2013;Mr. Metal +
Home;05:07;Edward Sharpe & The Magnetic Zeros;Up From Below;Rock;2009;Mr. Metal +
New Slang;03:52;The Shins;Scrubs 1;Soundtrack;2002;Mr. Metal +
You're Going Down;03:08;Sick Puppies;Tri-Polar;Post Hardcore;2009;Mr. Metal +
Youth Gone Wild;03:19;Skid Row;Bruetal Legend;Soundtrack;2010;Mr. Metal
Sweet Little Sister;03:10;Skid Row;Skid Row;Hard Rock;1989;Mr. Metal +
18 And Life;03:51;Skid Row;Skid Row;Hard Rock;1989;Mr. Metal +
Beat Yourself Blind (live, 1995: Astoria, London, UK);05:21;Skid Row;40 Seasons: The Best Of Skid Row;Hard Rock;1998;Mr. Metal
Breakin' Down (remix);04:29;Skid Row;40 Seasons: The Best Of Skid Row;Hard Rock;1998;Mr. Metal
Fire in the Hole (demo, 1991);03:25;Skid Row;40 Seasons: The Best Of Skid Row;Hard Rock;1998;Mr. Metal
Forever (previously unreleased 1988);04:05;Skid Row;40 Seasons: The Best Of Skid Row;Hard Rock;1998;Mr. Metal
Frozen (demo, 1994);05:33;Skid Row;40 Seasons: The Best Of Skid Row;Hard Rock;1998;Mr. Metal
Youth Gone Wild;03:17;Skid Row;40 Seasons: The Best of Skid Row;Hard Rock;1998;Mr. Metal +
18 and Life;03:49;Skid Row;40 Seasons: The Best of Skid Row;Hard Rock;1998;Mr. Metal
Harder, Faster, Louder;03:25;Skyline;Wacken Hymne - We Are The Metalheads;Heavy Metal;2009;Mr. Metal +
W.O.A.;03:37;Skyline;Wacken Hymne - We Are The Metalheads;Heavy Metal;2009;Mr. Metal
Crazy;03:00;A Skylit Drive;Post-Hardcore Crash Course;Post-Hardcore;2015;Mr. Metal
All Join Hands;04:16;Slade;Feel The Noize - Best Of;Glam Rock;1997;Mr. Metal
Bangin' Man;04:10;Slade;Feel The Noize - Best Of;Glam Rock;1997;Mr. Metal
Coz I Luv You;03:25;Slade;Feel The Noize - Best Of;Glam Rock;1997;Mr. Metal
Cum On Feel The Noize;04:32;Slade;Feel The Noize - Best Of;Glam Rock;1997;Mr. Metal +
Everyday;03:11;Slade;Feel The Noize - Best Of;Glam Rock;1997;Mr. Metal
Far Far Away;03:36;Slade;Feel The Noize - Best Of;Glam Rock;1997;Mr. Metal +
Get Down And Get With It;03:50;Slade;Feel The Noize - Best Of;Glam Rock;1997;Mr. Metal
Gudbuy T'Jane;03:32;Slade;Feel The Noize - Best Of;Glam Rock;1997;Mr. Metal
How Does It Feel;05:55;Slade;Feel The Noize - Best Of;Glam Rock;1997;Mr. Metal
In For A Penny;03:36;Slade;Feel The Noize - Best Of;Glam Rock;1997;Mr. Metal
Lock Up Your Daughters;03:33;Slade;Feel The Noize - Best Of;Glam Rock;1997;Mr. Metal
Look Wot You Dun;02:54;Slade;Feel The Noize - Best Of;Glam Rock;1997;Mr. Metal
Mama Weer All Crazee Now;03:45;Slade;Feel The Noize - Best Of;Glam Rock;1997;Mr. Metal +
Merry Xmas Everybody;03:26;Slade;Feel The Noize - Best Of;Glam Rock;1997;Mr. Metal
My Friend Stan;02:41;Slade;Feel The Noize - Best Of;Glam Rock;1997;Mr. Metal
Skweeze Me, Pleeze Me;04:30;Slade;Feel The Noize - Best Of;Glam Rock;1997;Mr. Metal +
Take Me Bak 'Ome;03:13;Slade;Feel The Noize - Best Of;Glam Rock;1997;Mr. Metal
We'll Bring The House Down;03:34;Slade;Feel The Noize - Best Of;Glam Rock;1997;Mr. Metal
When I'm Dancing I ain't Fighting;03:10;Slade;We'll bring the House down ;Glam-Rock;1981;Mr. Metal +
Metal Storm & Face The Slayer;04:53;Slayer;Bruetal Legend;Soundtrack;2010;Mr. Metal
Cult;04:40;Slayer;Christ Illusion;Thrash Metal;2006;Mr. Metal +
Altar Of Sacrifice;02:48;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
Angel Of Death;05:21;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
The Antichrist;03:55;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
Black Magic;03:35;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
Blood Red;03:13;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
Born Of Fire;03:00;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
Captor Of Sin;03:28;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
Chemical Warfare;05:25;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
Dead Skin Mask;04:58;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
Die By The Sword;03:17;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
Expendable Youth;04:28;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
Hallowed Point;03:38;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
Hell Awaits;06:51;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
Jesus Saves;04:13;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
Mandatory Suicide;04:01;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
Postmortem;04:05;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
Raining Blood;02:32;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
Seasons In The Abyss;07:02;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
South Of Heaven;04:26;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
Spirit In Black;04:22;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
War Ensemble;04:53;Slayer;Decade Of Aggression - Live;Thrash Metal;1991;Mr. Metal
Bloodline;03:36;Slayer;God Hates Us All;Thrash Metal;1998;Mr. Metal +
Disciple;03:36;Slayer;God Hates Us All;Thrash Metal;1998;Mr. Metal +
New Faith;03:06;Slayer;God Hates Us All;Thrash Metal;1998;Mr. Metal +
War Zone;02:45;Slayer;God Hates Us All;Thrash Metal;1998;Mr. Metal +
Aggressive Perfector;02:29;Slayer;Live Undead - Live;Thrash Metal;1984;Mr. Metal
The Antichrist;03:13;Slayer;Live Undead - Live;Thrash Metal;1984;Mr. Metal
Black Magic;04:03;Slayer;Live Undead - Live;Thrash Metal;1984;Mr. Metal
Captor Of Sin;03:32;Slayer;Live Undead - Live;Thrash Metal;1984;Mr. Metal
Die By The Sword;03:59;Slayer;Live Undead - Live;Thrash Metal;1984;Mr. Metal
Evil Has No Boundaries;02:58;Slayer;Live Undead - Live;Thrash Metal;1984;Mr. Metal
Show No Mercy;03:03;Slayer;Live Undead - Live;Thrash Metal;1984;Mr. Metal
Aggressive Perfector;02:29;Slayer;Soundtrack To The Apocalypse - Best Of;Thrash Metal;2003;Mr. Metal
Angel Of Death;04:50;Slayer;Soundtrack To The Apocalypse - Best Of;Thrash Metal;2003;Mr. Metal +
Born Of Fire;03:08;Slayer;Soundtrack To The Apocalypse - Best Of;Thrash Metal;2003;Mr. Metal
Chemical Warfare;05:25;Slayer;Soundtrack To The Apocalypse - Best Of;Thrash Metal;2003;Mr. Metal
Criminally Insane (Remix);03:08;Slayer;Soundtrack To The Apocalypse - Best Of;Thrash Metal;2003;Mr. Metal
Raining Blood;04:13;Slayer;Soundtrack To The Apocalypse - Best Of;Thrash Metal;2003;Mr. Metal +
Criminally Insane;02:24;Slayer;Unleash the Fury;Heavy Metal;2015;Mr. Metal
Agent Orange;06:04;Sodom;Agent Orange;Thrash Metal;1989;Mr. Metal +
Ausgebombt;03:05;Sodom;Agent Orange;Thrash Metal;1989;Mr. Metal +
Baptism of Fire;04:04;Sodom;Agent Orange;Thrash Metal;1989;Mr. Metal
Don't Walk Away;02:56;Sodom;Agent Orange;Thrash Metal;1989;Mr. Metal
Exhibition Bout;03:36;Sodom;Agent Orange;Thrash Metal;1989;Mr. Metal
Incest;04:40;Sodom;Agent Orange;Thrash Metal;1989;Mr. Metal
Magic Dragon;06:00;Sodom;Agent Orange;Thrash Metal;1989;Mr. Metal
Remember The Fallen;04:20;Sodom;Agent Orange;Thrash Metal;1989;Mr. Metal
Tired and Red;05:26;Sodom;Agent Orange;Thrash Metal;1989;Mr. Metal
Faden;04:05;Sondaschule;Klasse 1a;Ska Punk;2002;Mr. Metal +
Aber Sicher;03:21;Sondaschule;Lass Es Uns Tun;Ska Punk;2012;Mr. Metal +
Fuer Immer Nie Nuechtern;02:47;Sondaschule;Lass Es Uns Tun;Ska Punk;2012;Mr. Metal +
Irgendwie Andersrum;03:18;Sondaschule;Lass Es Uns Tun;Ska Punk;2012;Mr. Metal +
Aftermath;04:11;Sonic Syndicate;Only Inhuman;Metalcore;2007;Mr. Metal
All About Us;02:49;Sonic Syndicate;Only Inhuman;Metalcore;2007;Mr. Metal
Denied;03:53;Sonic Syndicate;Only Inhuman;Metalcore;2007;Mr. Metal +
Leave Me Alone;03:56;Sonic Syndicate;We Rule The Night;Metalcore;2010;Mr. Metal
My Own Life;03:48;Sonic Syndicate;We Rule The Night;Metalcore;2010;Mr. Metal +
Turn It Up;03:39;Sonic Syndicate;We Rule The Night;Metalcore;2010;Mr. Metal +
Talk About the Living Dead;01:55;The Spookshow;Psychosexual Chapter 2;Horrorpunk;2007;Mr. Metal +
Last Night (Beer Fear);02:14;Lucy Spraggan;Last Night (Beer Fear);Rock;2013;Mr. Metal +
Lighthouse;03:19;Lucy Spraggan;Lighthouse;Rock;2013;Mr. Metal +
Linke Spiesser (Cover);02:17;SS-Kaliert;DSK-Lation;Punk Rock;2006;Mr. Metal +
Power For Revenge;03:26;Stage Bottles;Power For Revenge;Oi!;2010;Mr. Metal +
Love Dump;04:20;Static-X;Bruetal Legend;Soundtrack;2010;Mr. Metal
Bukkake Tears;04:47;Steel Panther;All You Can Eat;Glam Metal;2014;Mr. Metal +
Gangbang At The Old Folks Home;03:48;Steel Panther;All You Can Eat;Glam Metal;2014;Mr. Metal +
Gloryhole;04:34;Steel Panther;All You Can Eat;Glam Metal;2014;Mr. Metal +
Party Like Tomorrow Is The End Of The World;04:01;Steel Panther;All You Can Eat;Glam Metal;2014;Mr. Metal +
Pussywhipped;04:37;Steel Panther;All You Can Eat;Glam Metal;2014;Mr. Metal +
She's On The Rag;03:51;Steel Panther;All You Can Eat;Glam Metal;2014;Mr. Metal +
You're Beautiful When You Don't Talk;03:48;Steel Panther;All You Can Eat;Glam Metal;2014;Mr. Metal +
If You Really, Really Love Me;02:31;Steel Panther;Balls Out;Glam Metal;2011;Mr. Metal +
Just Like Tiger Woods;03:47;Steel Panther;Balls Out;Glam Metal;2011;Mr. Metal +
Community Property;03:39;Steel Panther;Death To All But Metal;Glam Metal;2009;Mr. Metal
Death To All But Metal;02:29;Steel Panther;Death To All But Metal;Glam Metal;2009;Mr. Metal +
Death To All But Metal (Zensiert);02:32;Steel Panther;Death To All But Metal;Glam Metal;2009;Mr. Metal
Don't Stop Believin';04:07;Steel Panther;Don't Stop Believin';Glam Metal;2009;Mr. Metal +
Asian Hooker;04:02;Steel Panther;Feel The Steel;Glam Metal;2009;Mr. Metal
Community Property;03:39;Steel Panther;Feel The Steel;Glam Metal;2009;Mr. Metal +
Death To All But Metal;02:30;Steel Panther;Feel The Steel;Glam Metal;2009;Mr. Metal
Eyes Of A Panther;03:37;Steel Panther;Feel The Steel;Glam Metal;2009;Mr. Metal +
Party All Day (Fuck All Night);03:02;Steel Panther;Feel The Steel;Glam Metal;2009;Mr. Metal +
Higher Love;04:13;Steve Winwood;'80s Pop #1's;Pop;2007;Mr. Metal +
Fields Of Gold;03:40;Sting;The Best Of 25 Years;Rock;201;Mr. Metal +
Heading Northe;04:19;Stormwarrior;Heading Northe;Power Metal;2008;Mr. Metal +
Eisblumen;04:32;Subway To Sally;Nord Nord Ost;Folk;2006;Mr. Metal +
Dead Again;03:02;Suicidal Angels;Dead Again;Thrash Metal;2010;Mr. Metal +
Final Dawn;02:59;Suicidal Angels;Dead Again;Thrash Metal;2010;Mr. Metal
Control the Twisted Mind;06:57;Suicidal Angels;Divide And Conquer;Thrash Metal;2014;Mr. Metal
Divide and Conquer;03:06;Suicidal Angels;Divide And Conquer;Thrash Metal;2014;Mr. Metal
Ain't Nobody Got Time For That;01:57;Sweet Brown;YouTube;INTERNET;2012;Mr. Metal +
Warhead;04:26;Sweet Savage;Unleash the Fury;Heavy Metal;2015;Mr. Metal
Master Exploder;02:27;Tenacious D;Bruetal Legend;Soundtrack;2010;Mr. Metal
The Metal;02:46;Tenacious D;Bruetal Legend;Soundtrack;2010;Mr. Metal +
For The Glory Of;01:13;Testament;Bruetal Legend;Soundtrack;2010;Mr. Metal
A New Beginning;04:26;Threat Signal;Under Reprisal;Melodic Death Metal;2006;Mr. Metal +
Call Me Maybe (DIRTY PARODY);02:34;Timothy DeLaGhetto;YouTube;YouTube;2014;Mr. Metal +
Nutbush City Limits;03:20;Tina Turner;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal
Rollo Der Wikinger;04:14;Torfrock;Einigkeit und Blech und Freizeit;Rock;2001;Mr. Metal +
Beinhart;03:18;Torfrock;Top 100;Charts;1990;Mr. Metal +
Amt;01:58;The Toten Crackhuren Im Kofferraum;Jung,Talentlos und Gecastet;Electronic;2010;Mr. Metal +
Crackhurentanz;03:30;The Toten Crackhuren Im Kofferraum;Jung,Talentlos und Gecastet;Electronic;2010;Mr. Metal +
Ich hab keinen Spass;02:57;The Toten Crackhuren Im Kofferraum;Jung,Talentlos und Gecastet;Electronic;2010;Mr. Metal +
Ich und mein Pony;03:19;The Toten Crackhuren Im Kofferraum;Jung,Talentlos und Gecastet;Electronic;2010;Mr. Metal +
Ronny & Clyde;03:36;The Toten Crackhuren Im Kofferraum;Jung,Talentlos und Gecastet;Electronic;2010;Mr. Metal +
Spass muss sein;01:51;The Toten Crackhuren Im Kofferraum;Jung,Talentlos und Gecastet;Electronic;2010;Mr. Metal +
Wir hassen Sport;03:17;The Toten Crackhuren Im Kofferraum;Jung,Talentlos und Gecastet;Electronic;2010;Mr. Metal +
Geniale Asoziale;02:17;The Toten Crackhuren Im Kofferraum;Mama Ich Blute;Electronic;2013;Mr. Metal +
Ich Brauche Keine Wohnung;03:26;The Toten Crackhuren Im Kofferraum;Mama Ich Blute;Electronic;2013;Mr. Metal +
Klaus;02:50;The Toten Crackhuren Im Kofferraum;Mama Ich Blute;Electronic;2013;Mr. Metal +
Kopf, Knie;03:34;The Toten Crackhuren Im Kofferraum;Mama Ich Blute;Electronic;2013;Mr. Metal +
Verrueckt Bleiben, Bitte;03:32;The Toten Crackhuren Im Kofferraum;Mama Ich Blute;Electronic;2013;Mr. Metal +
Angel Don't Cry;04:25;Toto;Africa - The Best Of Toto;Rock;2009;Mr. Metal
Anna;04:56;Toto;Africa - The Best Of Toto;Rock;2009;Mr. Metal
Endless;03:44;Toto;Africa - The Best Of Toto;Rock;2009;Mr. Metal
Hold The Line;03:57;Toto;Africa - The Best Of Toto;Rock;2009;Mr. Metal +
I Will Remember;06:07;Toto;Africa - The Best Of Toto;Rock;2009;Mr. Metal
If You Belong To Me;05:05;Toto;Africa - The Best Of Toto;Rock;2009;Mr. Metal
I'll Be Over You;03:52;Toto;Africa - The Best Of Toto;Rock;2009;Mr. Metal
I'll Supply The Love;03:48;Toto;Africa - The Best Of Toto;Rock;2009;Mr. Metal
Mushanga;05:38;Toto;Africa - The Best Of Toto;Rock;2009;Mr. Metal
St. George And The Dragon;04:46;Toto;Africa - The Best Of Toto;Rock;2009;Mr. Metal
Stop Loving You;04:30;Toto;Africa - The Best Of Toto;Rock;2009;Mr. Metal
Without Your Love;04:34;Toto;Africa - The Best Of Toto;Rock;2009;Mr. Metal
99;05:16;Toto;Africa - The Best Of Toto;Rock;2009;Mr. Metal
Africa;04:56;Toto;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal +
I'll Supply The Love;03:47;Toto;Toto;Rock;1978;Mr. Metal +
Fast Car;04:57;Tracy Chapman;Tracy Chapman;Rock;1988;Mr. Metal +
Talkin' Bout A Revolution;02:41;Tracy Chapman;Tracy Chapman;Rock;1988;Mr. Metal +
A Sterile Existence;04:42;Trigger The Bloodshed;Degenerate;Death Metal;2010;Mr. Metal
Bomber;03:47;Troopers;Gassenhauer;Oi!;1998;Mr. Metal +
Der Wahnsinn;03:58;Troopers;Gassenhauer;Oi!;1998;Mr. Metal
Die Letzten Werden Die Ersten Sein;03:31;Troopers;Gassenhauer;Oi!;1998;Mr. Metal
Ein Fehler Der Natur;03:53;Troopers;Gassenhauer;Oi!;1998;Mr. Metal
Ein Mensch Wie Jeder;03:43;Troopers;Gassenhauer;Oi!;1998;Mr. Metal
Gassenhauer;03:43;Troopers;Gassenhauer;Oi!;1998;Mr. Metal +
Komm Mit Uns;03:04;Troopers;Gassenhauer;Oi!;1998;Mr. Metal
Leben Wie Gott;03:12;Troopers;Gassenhauer;Oi!;1998;Mr. Metal +
Scheissegal;03:43;Troopers;Gassenhauer;Oi!;1998;Mr. Metal +
Verrueckt Genau Wie Wir;03:16;Troopers;Gassenhauer;Oi!;1998;Mr. Metal
Among Ancestors;05:17;Turisas;Battle Metal;Pagan Metal;2004;Mr. Metal
As Torches Rise;04:51;Turisas;Battle Metal;Pagan Metal;2004;Mr. Metal
Battle Metal;04:23;Turisas;Battle Metal;Pagan Metal;2004;Mr. Metal +
Katuman Kaiku;02:22;Turisas;Battle Metal;Pagan Metal;2004;Mr. Metal
The Land Of Hope And Glory;06:22;Turisas;Battle Metal;Pagan Metal;2004;Mr. Metal
The Messenger;04:42;Turisas;Battle Metal;Pagan Metal;2004;Mr. Metal
Midnight Sunrise;08:15;Turisas;Battle Metal;Pagan Metal;2004;Mr. Metal
One More;06:50;Turisas;Battle Metal;Pagan Metal;2004;Mr. Metal
Prologue for R.R.R.;03:09;Turisas;Battle Metal;Pagan Metal;2004;Mr. Metal
Rex Regi Rebellis;07:10;Turisas;Battle Metal;Pagan Metal;2004;Mr. Metal
Sahti-Waari;02:28;Turisas;Battle Metal;Pagan Metal;2004;Mr. Metal +
Victoriae & Triumphi Dominus;01:28;Turisas;Battle Metal;Pagan Metal;2004;Mr. Metal
Birth Of The Hero;05:44;Tvangeste;Bruetal Legend;Soundtrack;2010;Mr. Metal
Feel Appeal;03:19;Twisted Sister;Love Is For Suckers;Heavy Metal;1987;Mr. Metal
Hot Love;03:34;Twisted Sister;Love Is For Suckers;Heavy Metal;1987;Mr. Metal +
I Want This Night (To Last Forever);04:20;Twisted Sister;Love Is For Suckers;Heavy Metal;1987;Mr. Metal +
I Will Win;03:30;Twisted Sister;Love Is For Suckers;Heavy Metal;1987;Mr. Metal
If That's What You Want;04:26;Twisted Sister;Love Is For Suckers;Heavy Metal;1987;Mr. Metal
I'm So Hot For You;04:06;Twisted Sister;Love Is For Suckers;Heavy Metal;1987;Mr. Metal
Love Is For Suckers;03:26;Twisted Sister;Love Is For Suckers;Heavy Metal;1987;Mr. Metal +
Me And The Boys;03:52;Twisted Sister;Love Is For Suckers;Heavy Metal;1987;Mr. Metal +
One Bad Habit;03:18;Twisted Sister;Love Is For Suckers;Heavy Metal;1987;Mr. Metal
Statutory Date;03:11;Twisted Sister;Love Is For Suckers;Heavy Metal;1987;Mr. Metal
Tonight;03:53;Twisted Sister;Love Is For Suckers;Heavy Metal;1987;Mr. Metal
Wake Up (The Sleeping Giant);04:21;Twisted Sister;Love Is For Suckers;Heavy Metal;1987;Mr. Metal
Yeah Right;03:13;Twisted Sister;Love Is For Suckers;Heavy Metal;1987;Mr. Metal
You Are All That I Need;04:17;Twisted Sister;Love Is For Suckers;Heavy Metal;1987;Mr. Metal
We're Not Gonna Take It;03:40;Twisted Sister;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal +
Hellbound;03:28;Tygers Of Pan Tang;Unleash the Fury;Heavy Metal;2015;Mr. Metal
Hold The Heathen Hammer High;04:49;Tyr;By The Light Of The Northern Star;Pagan Metal;2009;Mr. Metal +
Skinlars Visa;04:55;Tyr;Land;Folk Metal;2008;Mr. Metal +
Griechischer Wein;04:06;Udo Juergens;Top 100;Charts;1975;Mr. Metal +
Rock Bottom;11:09;Ufo;Bruetal Legend;Soundtrack;2010;Mr. Metal
Ich Gehoere Mir;02:55;Unantastbar;Gegen Die Stille;Punk Rock;2013;Mr. Metal +
Freiheit;03:27;Unantastbar;Rebellion;Punk Rock;2011;Mr. Metal +
Bang, Bang, Boom;02:03;The Unknown;Album I;Alternative Rock;2015;Mr. Metal +
Easy Livin';02:35;Uriah Heep;The Best of... Pt. 1;Hard Rock;1998;Mr. Metal +
Lady in Black;04:43;Uriah Heep;The Best of... Pt. 1;Hard Rock;1998;Mr. Metal +
Lady In Black;03:32;Uriah Heep;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal
Panama - Remastered;03:33;Van Halen;The Very Best Of Van Halen;Hard Rock;2007;Mr. Metal +
Conquest Of Paradise;04:46;Vangelis;Top 100;Charts;1995;Mr. Metal +
Blutaar;05:24;Varg;Blutaar;Pagan Metal;2010;Mr. Metal +
Blutdienst (Part II);05:36;Varg;Blutaar;Pagan Metal;2010;Mr. Metal
Invictus;05:05;Varg;Blutaar;Pagan Metal;2010;Mr. Metal
Nebelleben;01:55;Varg;Blutaar;Pagan Metal;2010;Mr. Metal
Seele;06:39;Varg;Blutaar;Pagan Metal;2010;Mr. Metal
Sieg Oder Niedergang;04:35;Varg;Blutaar;Pagan Metal;2010;Mr. Metal +
Viel Feind Viel Ehr;04:54;Varg;Blutaar;Pagan Metal;2010;Mr. Metal +
Wilde Jagd;03:56;Varg;Blutaar;Pagan Metal;2010;Mr. Metal +
Wolfsmond;00:42;Varg;Blutaar;Pagan Metal;2010;Mr. Metal
Zeichen Der Zeit;04:07;Varg;Blutaar;Pagan Metal;2010;Mr. Metal
Angriff;04:30;Varg;Guten Tag;Pagan Metal;2012;Mr. Metal
Anti;03:45;Varg;Guten Tag;Pagan Metal;2012;Mr. Metal
Apokalypse;05:07;Varg;Guten Tag;Pagan Metal;2012;Mr. Metal
Blut Und Feuer;04:10;Varg;Guten Tag;Pagan Metal;2012;Mr. Metal
Frei Wie Der Wind;03:35;Varg;Guten Tag;Pagan Metal;2012;Mr. Metal +
Gedanke Und Erinnerung;03:12;Varg;Guten Tag;Pagan Metal;2012;Mr. Metal
Guten Tag;03:44;Varg;Guten Tag;Pagan Metal;2012;Mr. Metal
Horizont;03:39;Varg;Guten Tag;Pagan Metal;2012;Mr. Metal
Intro (Willkommen);00:25;Varg;Guten Tag;Pagan Metal;2012;Mr. Metal
Leben;03:25;Varg;Guten Tag;Pagan Metal;2012;Mr. Metal
A Thousand Eyes;04:04;Varg;Guten Tag;Pagan Metal;2012;Mr. Metal
Untitled;07:45;Varg;Guten Tag;Pagan Metal;2012;Mr. Metal
Was Nicht Darf;03:30;Varg;Guten Tag;Pagan Metal;2012;Mr. Metal
Wieder Mal Verloren;03:28;Varg;Guten Tag;Pagan Metal;2012;Mr. Metal +
Der Sonne Entgegen (Cover);05:03;Varg;Schildfront - Split Mit Minas Morgul;Pagan Metal;2008;Mr. Metal
Erwache;06:54;Varg;Schildfront - Split Mit Minas Morgul;Pagan Metal;2008;Mr. Metal
Intro (Aufzug Der Heere);01:28;Varg;Schildfront - Split Mit Minas Morgul;Pagan Metal;2008;Mr. Metal
Schildfront;04:53;Varg;Schildfront - Split Mit Minas Morgul;Pagan Metal;2008;Mr. Metal +
Aus Der Asche Ins Licht;04:08;Varg;Wolfskult;Pagan Metal;2011;Mr. Metal
Blutdienst (Part III);05:28;Varg;Wolfskult;Pagan Metal;2011;Mr. Metal
Die Nacht War Lang;02:44;Varg;Wolfskult;Pagan Metal;2011;Mr. Metal
Glorreiche Tage;04:10;Varg;Wolfskult;Pagan Metal;2011;Mr. Metal
Naglfar;04:39;Varg;Wolfskult;Pagan Metal;2011;Mr. Metal +
Rotkaeppchen;04:24;Varg;Wolfskult;Pagan Metal;2011;Mr. Metal +
